site_code,latitude,longitude,status
NILIE,32.017977,75.211426,
PVXSL,33.072608,75.042207,
UJNE6,24.981993,77.155759,
RPMKL,25.491233,74.073406,
QJNOQ,35.429384,64.604087,
6U0PQ,34.963344,69.647295,
1D5E3,26.494769,64.275745,
7MY8G,28.21044,68.754317,
QTYHE,33.493032,71.44623,
6HM32,36.84048,61.771059,
0UI68,26.870152,66.458207,
LOPQP,26.23056,62.735596,
08N39,26.857274,62.807576,
HGSEE,33.750193,63.394134,
I1D68,27.80685,63.753915,
CFUQM,27.985858,62.911862,
NAFLJ,36.484752,64.583798,
MBCM0,34.2699,63.437559,
2ZX6H,32.058744,75.959047,
FKZQ9,33.581053,75.297067,
E6V3D,35.618349,71.311738,
7BZ3T,35.748271,65.587197,
LKFIV,36.550607,61.439654,
6QU8E,28.143889,60.892723,
RD52B,34.379414,70.502468,
ODPFP,24.400964,62.517347,
MOSTL,32.493854,63.870583,
6TK29,25.091134,61.856965,
KIHUO,28.058958,62.143258,
EZFZX,23.832482,64.473574,
RS5ZM,34.662022,75.170839,
466DO,26.451388,69.932621,
Z1D7J,23.934244,69.398917,
QZX3P,36.057917,68.095536,
GV0N3,35.723673,76.091635,
KDGRI,27.025892,63.843644,
WCL0F,24.128812,75.151114,
8LAA7,32.192574,74.6718,
CZOA2,35.931965,65.902069,
R75R5,32.700607,74.478147,
9CB3G,32.166753,71.153063,
6V6HU,34.221674,63.371648,
DRZ1L,30.188803,74.022745,
MKUZ9,27.33654,77.176179,
6AXHB,26.543347,75.620291,
L135E,25.139044,70.491252,
ANMWY,27.918521,77.186162,
OXC4D,32.52979,70.925834,
3UEQG,32.439501,77.079112,
13OWW,32.003103,67.90913,
L2CSV,32.471162,76.892669,
KUTKV,34.398985,72.171162,
ARYFS,32.484434,70.764927,
OIEMF,30.775266,76.184058,
24YWW,24.453877,63.860407,
XOZH4,23.732601,70.180883,
K8B4I,28.889218,60.549431,
NSL6F,32.285042,65.485663,
YEA1P,35.056864,73.458209,
50J0O,34.869164,66.917016,
SAZOE,29.065452,68.051379,
47F21,34.656935,76.750199,
JRNTA,29.058284,71.659123,
PLKPX,32.889358,61.614876,
1BCMN,26.117858,63.252603,
NDO0I,26.561297,74.530893,
FS56W,26.93814,65.291946,
U5RKT,29.430125,63.389696,
JJJQZ,30.06512,62.159657,
5W5HI,24.118603,77.073657,
V1LMS,31.579088,63.129366,
DMGON,36.195382,67.314692,
9LJP3,32.2921,67.412634,
RO5O1,28.758438,61.762996,
ZKKSD,31.651218,73.20362,
AZU61,36.176678,65.801939,
F98BK,34.747686,72.672415,
O5UVM,29.678719,76.929875,
YU671,34.521969,63.367662,
A7FLU,27.918802,71.450759,
O23HU,26.410236,68.118054,
WY4FK,35.013887,73.383545,
NU5AK,31.239571,63.079594,
2I1OW,28.44688,62.270043,
OMLX8,31.981827,69.033995,
6DRHK,27.949011,76.023016,
JVUF6,29.877434,61.748382,
60MZJ,36.480245,75.448863,
1IRII,33.652733,72.369275,
KM5U4,24.891996,64.067731,
0YCZ0,34.174293,74.551188,
PSTS8,31.958549,75.133832,
DPCZ8,27.840001,63.811866,
DT7LZ,28.498671,64.909667,
LIHBV,34.477952,72.107751,
QCZE7,36.22455,71.757395,
ABK6D,35.86337,64.273094,
BAF17,36.961447,72.726779,
WQ1L2,35.585431,67.587851,
WV3WO,30.272988,70.952254,
S10W2,26.153315,73.272296,
9X0W4,30.508267,70.616637,
S9KDH,33.334037,67.047383,
JG0JQ,31.331336,65.964632,
JAT8G,28.784639,77.452933,
F4VQY,32.499912,73.509968,
C8JK0,25.267884,62.528824,
N4EA0,36.594331,61.773122,
HLOQ0,24.589748,74.570307,
S3K95,29.732903,67.087736,
EW9WK,35.140961,66.034741,
CAHKH,34.80206,63.735945,
0OY6W,29.091056,67.264925,
YP5E8,30.100695,69.879049,
BVB6B,26.028314,69.358394,
23G4S,36.070193,63.935253,
TPJEM,27.505115,62.224695,
76O2G,35.349481,75.071812,
59N4F,28.662126,62.346544,
7JJ00,31.651522,67.75564,
VIVFD,25.002748,61.399083,
4PF9K,28.485401,69.505623,
NUP2K,31.733014,64.692162,
7CXU5,36.348274,69.48401,
TYSX0,27.78657,65.452581,
CJNC0,28.098487,67.936567,
AWT7M,23.681534,72.16881,
U4MD6,33.828576,65.372868,
Q2LGN,32.614804,63.497155,
I8YDZ,29.686319,76.567774,
96VQR,32.148986,62.704678,
PGOY2,30.605139,77.334726,
UYJI6,28.927092,71.942545,
UNGMY,29.323534,73.244337,
2DSHM,33.274286,69.659187,
5XC4R,24.939366,65.833785,
NJD8Z,24.875983,61.577237,
KFKDP,33.119095,64.32753,
CT5PX,27.125431,67.411521,
LZS41,34.751763,63.682032,
FA0JE,32.401283,72.782392,
OA81S,30.197686,61.744732,
KH308,29.340598,63.386179,
I24K8,31.573834,69.309417,
MWC2M,36.004171,63.501317,
Z3X7T,34.049108,63.317088,
8R2TC,34.694382,76.870514,
UUKNC,27.952782,72.469384,
4YPSS,33.681636,73.434869,
HIU25,34.374863,63.158195,
UBG2M,24.476677,75.842305,
28153,29.585289,65.182391,
367T8,34.479485,69.952182,
I53F6,32.687922,74.604409,
9RXM8,29.735065,62.959021,
DGP8S,31.311475,64.582052,
UTVMA,25.378687,72.311374,
0K0DW,36.00968,65.275343,
XRQ43,31.005067,68.628936,
XLAW8,25.870782,69.338017,
47O2G,23.668767,75.522094,
TP3L4,27.457086,72.881202,
LN61H,23.958757,74.089451,
7S6LF,33.694494,70.033698,
AYDQ7,35.499094,68.890182,
RK0LX,29.97949,76.756623,
PC5FC,33.928142,72.489618,
UY863,32.081357,65.266632,
EBBQW,29.639228,74.876688,
00WAV,29.233521,62.857891,
C9V87,25.979253,63.937138,
44ADL,35.41743,74.368838,
LNNT0,32.771658,62.548368,
WS0YP,30.689144,67.59364,
76UXA,30.695876,70.106762,
L5HDV,30.458107,76.44379,
5KUVU,35.731274,61.437928,
GVOKL,31.242741,65.566841,
6VMIV,29.751854,71.59277,
RN7S4,25.173444,72.450344,
U55GR,23.871341,66.169412,
0XFT4,23.782812,66.395865,
ETHWC,29.841082,66.848592,
9T8GK,28.978896,71.133362,
ZHAP9,32.27565,63.323661,
0QP92,25.977882,71.022968,
U49YR,31.988448,69.001008,
XDEAR,23.517733,67.832148,
4ZD8X,34.82393,61.012801,
1E070,27.461786,71.006511,
G7RMQ,31.68276,74.575847,
P8H67,31.069375,68.33675,
O456L,27.94998,68.238827,
TKIGS,36.528644,68.210022,
WXZET,26.833868,64.120675,
POS4M,28.203495,71.628808,
8YQU3,30.737519,68.117918,
QBBR5,27.632842,73.344961,
75Y8C,28.108225,72.705856,
EOE2B,28.011945,66.160658,
T53B0,34.901134,64.207724,
MTIJQ,32.856503,66.695278,
3G8ZZ,26.073933,65.98346,
6X83C,36.698402,69.447537,
AOV3F,27.804465,73.18089,
9CU8V,27.677178,67.422535,
QM0W9,29.3541,77.104034,
UG3G4,26.288104,70.70713,
AOTZI,30.509473,62.768271,
NXXE8,25.128737,67.121286,
P97VA,32.297533,73.712532,
IS636,34.471497,73.793162,
K93YJ,25.937816,61.00605,
PRVWX,25.289358,64.913577,
W3E62,31.431582,63.703294,
D9J7C,32.817691,67.184069,
AQLRD,34.870397,67.701997,
7835B,28.896662,75.337591,
D5PID,23.593274,68.336044,
L0ELE,24.65777,69.042191,
0Z0BM,36.939449,75.097746,
NN04C,32.818279,75.551121,
OMGW8,30.935117,62.632989,
NMXO6,30.364162,71.250577,
D3Y7V,27.844509,65.771912,
T6GKI,33.454423,77.043856,
EIOCC,36.219554,60.584739,
C5WGM,23.938354,71.106061,
WDZMV,26.862855,72.71374,
2WN1M,28.28938,70.428561,
O0SIU,31.860278,71.421348,
1LMBW,29.78891,68.791818,
ZBQ4A,26.618954,71.009563,
6XBQ7,29.408464,63.901418,
KWO5R,27.391676,64.690248,
U2Y8J,28.664515,68.333742,
FM59Y,24.576609,62.844889,
O0V8Z,34.668833,71.009983,
1F5WT,26.680068,66.361103,
MBFUM,31.329825,77.490803,
FWJ7I,29.633327,62.723425,
KR7LX,33.863662,64.87723,
ZDTYP,23.552345,76.778936,
KMSIE,33.126589,66.654783,
WQ3RQ,33.400483,60.801154,
1WRVU,24.655708,63.75397,
YG9NT,28.787914,69.944136,
K66A8,24.818349,70.238689,
CCJ2L,32.264748,74.579183,
BFJXV,29.941648,77.118142,
COYFV,27.764315,63.058734,
V3JKA,31.896408,63.671581,
CV5PT,36.859177,77.454087,
I1KN4,30.801441,62.388716,
I8MX1,28.13012,71.644198,
WP2UT,32.160996,65.528658,
POGIK,32.813263,63.173561,
784O1,27.470278,69.35102,
Y4TKH,32.968294,71.005348,
MWFZ7,31.980306,66.124906,
UUSIF,34.322004,64.335549,
C2L7R,31.42331,70.199465,
H76P6,36.41163,69.688128,
P68UB,29.44904,65.996947,
3KTP1,36.864704,61.732335,
D4EIO,36.786726,61.227576,
DXUTK,27.160767,70.779857,
50Y0O,27.886829,72.78945,
N836K,34.951753,77.094383,
PHW0U,34.618107,66.702042,
UJYB5,34.149091,62.386792,
7HWH9,27.158184,72.309265,
0WKAK,25.594082,62.823957,
63V9R,29.337301,66.074155,
9BXGQ,35.355245,61.772815,
RFWCS,27.848526,69.039407,
PDBKS,36.92025,64.378422,
XFUT4,24.233281,61.301691,
5SV26,33.931108,75.185521,
5MM5Y,34.948427,75.7153,
4PUWN,35.015522,61.875481,
POV8P,26.757437,76.74407,
CISGK,26.363211,62.910963,
SFPXY,30.331309,71.200355,
VXRWM,29.80533,70.157945,
1C12Y,29.003332,71.309464,
8TGOD,26.647138,70.347083,
A29Z5,27.97832,63.185359,
23XIL,23.538825,76.871431,
RUEJY,31.833609,64.98625,
FR4Y2,25.046782,75.999028,
HNC8B,34.606042,63.860772,
6QBUB,28.779509,76.751785,
8UYOR,25.04917,74.023974,
E654N,36.81783,66.67663,
5LW75,31.953189,66.709755,
SYEAW,29.23818,70.662626,
K8NA7,36.680094,69.202222,
9P8XI,34.09118,69.560001,
JJOE3,29.0205,61.017616,
21BZD,28.881193,74.265399,
ITYRT,24.58999,74.319794,
ME48M,27.926545,72.687864,
3AI27,25.013195,62.859579,
A9957,34.956517,65.223221,
S8XWC,26.960491,66.781782,
SV5CJ,30.482253,61.835238,
I7Y7F,25.129373,70.681489,
W37VK,32.876862,68.504026,
VECAL,23.942697,76.283994,
Z8M3S,35.630267,61.754841,
1J1OQ,26.646835,68.116004,
49B9K,27.110401,64.750155,
14JOW,33.201177,62.916431,
LXZ8N,34.349505,62.361408,
SYPVF,36.867693,62.023047,
7AR5E,36.868852,68.024295,
8ET1K,33.037686,71.891969,
2YN6B,29.459416,62.745494,
ADBYU,29.571437,75.261215,
RC0XM,30.273096,75.341548,
WRG8M,34.341494,62.905948,
5ZSB4,26.956178,60.984623,
7LV35,32.768471,65.067366,
NWW2W,29.536374,70.862114,
T3OW6,36.863111,62.957455,
PVB17,30.153192,63.689019,
CRDC4,33.424933,69.492545,
CTAU6,27.864207,63.173615,
TV0X1,32.15498,68.107956,
YJTN0,31.90093,60.726051,
WWQJU,31.653667,73.832855,
IVUXW,32.727021,68.455555,
ANCBC,35.803952,63.600556,
XS4ED,30.268034,63.468772,
XGVK4,34.778588,74.698606,
HXGRU,36.606597,67.377261,
ZXPUD,31.292084,64.23549,
B8RRB,28.41622,72.103285,
7BHCL,33.979467,61.602148,
YOE24,31.436422,66.530329,
G6XNW,23.866359,63.380419,
GI1VF,32.388527,71.313581,
N2X93,28.004127,77.075132,
06X0P,26.166533,62.617711,
MXIQM,24.332301,70.709911,
U5P7Z,29.385025,69.915891,
IRHCC,23.9179,73.461774,
EHY8X,27.961191,61.792492,
UH76A,25.075464,65.181248,
IPC14,34.327665,76.211655,
YCQ3L,32.737486,62.27272,
HW8JK,28.809855,61.460313,
R1NUQ,24.011378,67.399808,
OFCIT,30.053119,73.045275,
OZ4RY,29.990273,71.572164,
5NT1S,33.366923,68.732911,
F2P95,26.420948,67.198117,
HQ09L,35.332044,70.142193,
OWQ13,29.539463,64.217249,
S2KSO,28.570752,74.301747,
K4XGN,24.745883,77.456788,
GGBZZ,35.898223,76.74295,
G77SQ,24.109797,72.823392,
PQDJO,27.061014,68.759794,
BB5F6,30.6483,74.659876,
1TOJS,35.722838,63.214474,
G7PEN,28.285827,65.336348,
82U9P,25.788349,75.511951,
SHB9G,36.369425,68.164023,
XLN6X,25.231403,62.570285,
K13YV,32.048058,69.339699,
YL7ER,26.420918,70.664418,
1RWSH,31.301466,60.976279,
LKMTT,27.352295,71.700865,
UNPJX,28.261603,67.418432,
NSW71,32.33756,64.407136,
IP5VN,36.364974,68.38063,
YKMTA,30.781553,65.400372,
PEHXW,28.380036,65.304534,
XIAFJ,28.105314,73.085092,
2IKVJ,31.95506,65.345842,
BN00I,33.154752,61.552072,
BI8IZ,24.633126,77.365385,
YQUUN,31.648679,68.207083,
UYPNM,36.398055,61.166903,
LBYQ2,24.075992,75.379507,
DUGDV,27.719642,72.819275,
A0KSM,24.353195,62.24011,
CBUU9,27.381327,69.73244,
AJ6XP,26.901651,74.42699,
C5NFF,23.505561,76.330365,
4ASH3,25.783012,68.94343,
01QAV,26.706622,64.841874,
6HC6R,28.922277,60.969019,
KKZEL,29.530882,66.14127,
6B2IW,24.19221,66.587053,
8G7Z2,31.642057,62.398603,
3ZQHN,28.107789,71.008864,
1SD3V,29.849997,63.875813,
TXZUS,25.346739,68.760153,
Y6IA9,26.983987,72.239207,
2WNBC,24.399766,68.001428,
GJLPS,34.714357,77.133224,
G3SHB,33.148054,68.990021,
V7KEG,27.916199,61.027031,
MDJFR,26.191533,76.031126,
5HJ63,35.214924,63.37901,
SLNAD,24.412707,66.279667,
E994L,26.647649,77.256799,
BHH3M,30.326272,74.225245,
PJ8C2,29.948157,73.775084,
1JZNJ,24.748874,63.464148,
CVJT8,29.159101,72.039672,
TXKZH,31.904638,65.433697,
35IB7,24.018002,65.379155,
5Z1SW,25.221465,61.13233,
BEALP,33.163603,65.492269,
FFXGC,32.574337,72.710824,
8YI4X,25.537195,62.238687,
0DDLF,26.523427,66.054971,
NPA3C,24.897734,72.59902,
0VPT2,29.424104,67.71566,
XQKE1,25.560496,69.218463,
AC8VF,29.376857,61.485168,
TWPTC,27.943674,67.161816,
TEXPS,30.139627,76.70843,
J8EI7,24.684092,76.409414,
SCUPX,30.091798,63.765743,
MOMZF,31.327032,61.290894,
YWH0S,31.662045,74.568674,
9B3S5,36.395895,71.578924,
2V05V,29.885943,68.696459,
815I7,36.286042,62.198184,
3N1RE,26.967957,62.951839,
U70L0,31.779627,61.754653,
HOH1P,24.694898,77.237473,
4FVNN,34.501446,76.951724,
F4B5P,28.475721,65.213443,
M9WSF,35.30543,62.269661,
9QUSE,31.797762,68.358231,
4SKJE,32.873786,65.44074,
I2HX8,32.580025,76.669239,
YFG1R,25.685194,64.590583,
7DI8O,30.765641,63.385514,
9NR07,24.76246,68.321463,
E50P1,31.463614,77.480189,
L2M5D,29.18314,76.213987,
1B9I5,28.140781,76.953396,
UEM6R,32.597109,72.453851,
VEIQI,32.051339,68.620957,
2NU7Y,26.807028,75.8141,
2D86N,28.101199,61.067872,
WWW6J,34.569352,75.626311,
261TU,24.630515,73.540848,
WYQMB,24.352352,66.917935,
K8QBX,29.616813,68.808711,
UU5FZ,34.004121,66.912535,
KOCDP,29.956932,63.906327,
FPL9J,28.875863,75.493249,
L494L,36.207564,70.939491,
WATRU,24.783216,75.916777,
NE6QI,27.834212,74.544425,
M5H8H,34.81079,73.264588,
9AP7M,36.238238,64.601025,
2VYRY,30.637548,69.892575,
U9FN7,25.254536,68.949452,
XITNY,27.054267,65.840801,
HDIFQ,28.976137,62.352265,
KND17,27.230215,69.387086,
LYD5Q,23.67236,73.380367,
HD1AF,34.281024,71.241751,
8PRKO,34.020428,71.532735,
D2K1R,30.49145,63.340863,
SQD2W,28.856821,68.100866,
P5ZBS,32.016408,66.921882,
MU0IA,31.823588,71.849562,
M7QVG,34.525104,63.374718,
7ZDLN,35.486859,60.602071,
C1D2M,26.124851,75.875377,
ZXMNT,30.590091,70.231087,
LL9Y8,27.173308,62.356612,
R3L23,35.509895,74.687131,
LI5M3,34.593049,64.278467,
4XFMG,35.189602,75.389488,
B43AR,30.906192,68.126431,
PWMY1,31.374137,74.55983,
4M79Z,31.254752,65.524757,
78BBD,34.613783,63.250843,
VZKFP,27.764181,61.347277,
T24IU,27.840708,73.811899,
08BOV,28.286133,77.393391,
FLSSS,29.557952,69.227477,
20KVF,36.36847,71.681426,
U9RQI,34.696703,70.729931,
PHLGZ,27.232078,72.233884,
I8KOS,34.302846,75.872952,
MS7EU,23.755639,67.683703,
XO189,27.757687,62.418121,
A5J9H,26.184936,62.835132,
UDNSP,23.626605,76.772577,
3DW1X,26.30767,61.119332,
UHCJI,35.225575,72.92255,
DWB9X,26.212414,76.388483,
YGQYL,33.438671,69.814064,
Z7E1V,34.329199,77.06204,
AC2VY,32.029416,63.12318,
SOOQ5,33.04475,77.456173,
PH1PC,27.754884,68.475523,
PKOMJ,26.737023,63.016499,
A8LT9,24.251225,74.761465,
O9YXP,29.397896,63.632347,
KLY9L,36.697308,72.883221,
Z4BZQ,27.006705,62.373415,
ODBPT,26.253545,73.550108,
F3ZD8,33.897923,67.630255,
ZP9Z5,26.571388,68.594406,
92DRU,35.935934,65.59106,
MM2DI,24.884772,72.111804,
U61FI,24.937184,66.446825,
D4J75,25.064888,61.400224,
1H3W2,29.757144,74.30372,
W1L5C,32.394072,72.475184,
H4HUC,33.092949,75.013188,
S0D7N,31.870234,67.944453,
48WTO,30.175774,68.947876,
2OSTB,32.180902,70.184948,
HO9Q2,31.242892,72.18237,
LQNIC,32.008406,66.437111,
LTAQN,27.20666,63.295121,
BYSPN,33.025747,69.596965,
2RY39,27.186057,71.459209,
UK6MH,28.350305,72.715289,
23BPX,36.047753,76.433273,
MOFO2,27.743962,72.602599,
U7SZG,25.973131,71.982549,
B2Q9V,24.909019,67.856708,
S2EZ4,25.705669,60.962916,
NW4Y1,35.313946,61.996895,
2LR9Z,32.454911,69.179084,
B6OBP,25.717741,70.698907,
YG0BE,28.301676,71.661807,
7M3QV,23.921052,72.16952,
KPP7J,23.955417,72.438709,
WQBG7,30.310708,65.712812,
KLREG,34.800849,74.740691,
Z9IHB,32.763999,69.234361,
I5EAE,24.817484,75.893263,
AGMEA,27.876251,65.584413,
MYN63,36.480235,62.844533,
II4XA,25.695925,62.825719,
098LF,25.158491,65.737786,
MVM33,36.02085,71.747092,
8L4VX,26.331653,71.291199,
P4EXR,35.119581,76.852409,
FHFO2,28.673755,74.411614,
71QB8,24.509902,63.981741,
NZIW4,32.10237,63.100748,
9JZ43,35.502651,74.720434,
TOMZI,28.730748,67.389239,
UETIC,32.253304,77.256408,
QM9PR,33.388301,70.20899,
JN43X,25.600793,69.450619,
XQ6F5,32.762506,61.658009,
TC80Y,35.703938,74.60148,
5DLRO,29.648659,74.42215,
VHY6G,25.612467,73.533002,
QT7HD,28.768924,61.314019,
EL94A,30.290562,76.367901,
3ZOYP,35.13917,74.304552,
9VDXQ,36.744091,62.649301,
KDLNQ,35.505122,75.993759,
827DN,33.576557,73.288075,
BXPQ5,29.5973,61.08377,
4KUKT,33.628541,76.41878,
R4EVS,25.184469,62.480354,
07JD1,32.110974,67.727387,
JYQDG,27.888576,62.860938,
55MPB,36.684164,64.116865,
TP7GW,26.003202,68.672265,
PT3H1,28.734318,67.737712,
AF071,30.10674,75.279169,
GDQT7,30.543206,73.143202,
Y1GY2,34.253795,61.531198,
D5W37,28.27589,65.219434,
ZVYWO,35.31267,73.607873,
RJZOH,31.868221,71.748649,
S29LQ,35.477707,72.592417,
D7P55,29.705709,71.939627,
8RCMB,29.442366,62.744983,
WL3M4,27.654599,72.483823,
JT4DA,30.256361,72.285638,
L9WEU,27.758361,66.693334,
X2N2H,24.115544,66.007946,
BYTDZ,25.591373,67.609302,
O8L5N,33.436494,61.671625,
C57P0,36.703139,77.040207,
17W9B,26.947994,62.557077,
KNGAJ,24.016949,63.580877,
KI4DK,28.603508,77.217526,
5R8QX,30.540706,67.496685,
IOCN7,25.790991,70.238113,
NSWX8,23.870782,60.667259,
IS93X,27.54183,74.813666,
L4EYY,34.553308,64.785368,
3ZZXZ,29.16809,66.952661,
W2H9Q,28.851453,65.024061,
2A6IT,32.256695,68.796508,
BQSMI,32.936729,68.97047,
YA7B0,25.615002,68.714054,
NLW62,35.002239,67.625631,
JEUU5,33.344247,62.617368,
XFZM8,29.630099,75.218284,
3MCCO,30.042975,64.767075,
XEMFJ,24.606448,71.377883,
4XM9D,31.966841,63.209161,
R8YAP,35.31157,64.605872,
62K8S,32.936834,65.725505,
6SZD2,33.162126,65.564171,
705W6,25.538451,64.982853,
ZXYH6,29.130064,76.535264,
6TLIH,32.888957,68.328032,
NBI5G,28.867607,65.731446,
IEOC6,34.629793,74.220583,
64IBP,32.143627,64.411983,
74811,28.465117,61.112532,
5E5DG,26.79745,60.617016,
S1P49,33.782501,77.164147,
LA7H7,29.576856,69.290807,
8K8LS,27.47917,68.680749,
7TTDN,32.72507,62.068117,
GBRAR,28.173516,73.165588,
JXL3G,24.282944,61.684026,
CBD4R,29.60846,61.584688,
F0TNQ,25.084071,74.313213,
LRUZ4,32.109338,73.391958,
76BKZ,33.776091,71.927532,
XF1DQ,33.259707,64.86751,
V4V4L,25.752183,63.304283,
ZF4EY,27.668057,70.196567,
OASXX,34.243767,75.33367,
4ZDC3,23.913691,72.37859,
IFHKH,30.790629,75.989972,
CNLJ9,32.194454,67.36215,
7E8Z6,32.371243,67.82506,
XEQ3V,32.615918,65.633405,
O9FUR,30.027035,62.934893,
3ARG7,35.185637,75.689751,
N1JRE,30.651293,70.08402,
1YX78,27.604726,71.493925,
ZV4S8,28.188642,75.795108,
IT2B1,34.706704,72.036359,
AE2YC,27.504279,71.128077,
3Z1DM,35.301094,71.596401,
2XMG5,36.941024,73.64482,
QPV9U,32.349765,70.722003,
81567,26.502883,64.277723,
K91JE,28.159799,62.261247,
AV7P0,27.178456,65.821932,
TVXH9,26.77439,69.39235,
FR4O9,36.480125,66.848768,
HKI04,26.496832,74.931284,
1MVZH,27.891619,71.001108,
KQ9YG,31.94313,77.422851,
LJCW8,28.686297,67.229513,
LNF9Y,28.88365,69.042337,
VJCAR,27.277071,75.298126,
4Z9IS,24.17096,65.985161,
Y4OB3,30.234013,67.627379,
CESNQ,27.057924,62.114444,
0IG8S,30.37929,73.621391,
GEF4K,33.602101,64.105795,
A54OY,34.483397,76.849112,
IGJDT,23.937708,64.054936,
15Q16,31.042358,69.482191,
Y42UE,33.624058,73.749802,
GAS5G,31.229588,76.313414,
O0ID6,33.701561,61.519963,
U9ZR0,24.202532,71.323398,
PX4YO,35.409829,72.346071,
8P2P3,32.074825,69.939658,
FB6MM,26.309228,71.908896,
CZRYX,32.473251,61.574887,
0OR0S,26.775469,62.143857,
Z858N,32.097356,72.939803,
4P9LO,26.339861,70.716972,
2GS20,25.099581,68.73081,
209FZ,30.508349,64.571312,
6T7W5,36.262533,77.23846,
VD253,35.146131,66.460026,
DZB9J,25.912291,70.334109,
LCNLS,29.121084,76.026953,
2H9VX,31.533834,75.674716,
IRHNX,25.683933,72.883331,
ILOMG,35.033744,67.386434,
RFGOU,35.916571,74.135064,
R074D,31.433222,75.928018,
1EI33,34.49693,71.185137,
9LBBL,29.16253,66.17333,
GIOQC,33.68456,68.014765,
IEESM,26.308225,69.132886,
VD8TN,26.632833,66.358434,
52WXO,31.691773,67.647124,
CXLZF,32.511979,67.263448,
QMUFS,30.875597,60.69029,
62NHG,29.732362,76.231031,
RNK6P,30.095459,72.970916,
DCIPK,34.769131,62.268736,
LU1QV,25.928823,75.898683,
7NT9U,34.59273,75.952524,
D3F8J,24.837987,75.441229,
8DLNX,32.035975,69.313964,
CYPSS,30.958144,60.83519,
IWKHJ,34.354911,66.374801,
8YFFY,32.877132,71.530605,
2UUXT,32.474892,64.349143,
CBVPU,27.71123,70.909385,
E53IU,28.323251,67.814511,
MZQ92,31.948704,64.28579,
JJ3VV,28.040918,69.46192,
ACO6H,34.870554,63.318851,
P54G3,29.212448,70.536004,
RHJN9,27.314269,72.625853,
G1RIG,34.589196,63.678266,
KI22F,36.708191,68.693717,
T7GQ0,35.052044,68.991686,
A29U7,35.258715,65.867615,
IY645,24.676836,62.257642,
B6F1H,34.950216,65.957514,
WU3IA,31.380734,72.702706,
61PIN,35.395414,70.624135,
OXMF8,27.482052,62.973708,
KKXNJ,29.311419,71.065908,
2CQM4,33.28186,74.627287,
T0HHR,32.33314,71.187536,
IK8MG,29.391531,67.478239,
O2RC2,31.992313,75.031981,
7123G,30.714937,65.896688,
NCX65,24.111778,65.675426,
0BY5P,23.820268,71.586717,
G8Q0Q,30.131084,74.614214,
0C3RE,24.019715,73.206703,
FT5TS,32.455302,63.648722,
VKU4M,23.976325,65.011479,
OL0AC,32.906675,77.187269,
ACD2Z,32.206396,69.877226,
KLO80,26.873727,77.231705,
WF9II,29.448894,76.933796,
ZRX2X,29.037905,64.724228,
DIS7B,29.723356,61.179875,
5ZEQ0,27.85369,75.8891,
KS9CW,25.387724,66.972933,
35BKU,33.344207,77.076327,
DRFXA,32.626933,65.711738,
Y40XS,28.480139,75.706584,
8IQDG,27.627306,61.748843,
LG9UJ,27.944508,63.677175,
XKH0V,24.134964,70.687171,
26NI2,27.970102,70.517146,
V0C3H,23.79568,72.648418,
YYSKW,25.974534,62.69363,
S3FTX,33.603968,63.801471,
OO4HV,30.774238,64.33885,
HHXSX,34.480724,71.186742,
PVWF2,32.837511,66.078092,
4TBNZ,36.557604,68.334249,
XH0IV,25.474306,72.457003,
P5ISL,23.987065,72.293988,
X1PIY,28.426158,61.156327,
42S38,33.30816,73.889859,
22TQR,36.490861,75.595858,
SZ93N,32.935897,67.318587,
NGE9Q,25.659183,76.440407,
82GX2,24.24657,67.9827,
8SRSF,30.651785,62.643386,
WE3ES,25.521341,73.645256,
HZ8MC,31.847792,70.905888,
13NL5,28.093395,76.753791,
PGRHY,29.035947,70.517595,
9I8U2,31.50609,68.203738,
4R52J,29.372257,73.194752,
7NEM0,24.239208,60.776797,
LUJPA,33.78771,66.075999,
8SWWG,33.546807,72.729917,
ZL0J5,30.151937,61.968944,
NDUW9,25.890508,68.992957,
8BDG4,28.751599,62.369638,
4UQL9,36.14659,76.705232,
SD1TZ,24.631088,70.889981,
0DIXV,31.210675,70.769412,
D4437,35.562757,72.790904,
9RDYY,34.014266,64.187401,
Y037P,34.116686,66.12172,
23166,26.654904,72.931086,
202LG,26.925708,67.95025,
63O30,33.903009,70.490437,
BYFQV,25.652222,61.359015,
53S09,31.660804,76.858337,
HAG2V,29.769112,70.405924,
DBLVA,25.530304,61.275425,
F97XJ,33.203572,62.243699,
1NH28,27.284079,60.704691,
M6WPW,23.727774,60.607549,
MGSJ5,36.066235,70.731836,
YCEVN,26.41032,67.076354,
RR3TR,27.337675,77.072382,
VJVW7,35.757087,61.448162,
RKH71,27.186715,70.302555,
TZWJ7,32.94749,75.173325,
YOXGH,32.005917,73.324333,
2TZTU,35.882192,63.907661,
CC82Q,32.28334,75.835472,
9DQMB,31.329336,74.746886,
6C2MB,33.884404,66.269772,
J6MKP,29.156051,63.41556,
MPZH2,33.525079,70.571629,
WHKB2,32.753083,61.26749,
M9I54,32.112713,73.364488,
JTG88,24.631549,73.371718,
0RW7R,29.307285,74.324047,
3TYOD,30.437906,69.582299,
OW62M,35.770378,76.535386,
NSQ53,26.22669,63.886431,
WIY5L,30.759019,68.711506,
C0221,36.177372,70.301238,
BBXS9,26.633461,63.514182,
UY60F,34.764677,61.050101,
Y2PFN,27.554086,75.626835,
